caption,Nama Tempat,Alamat,Jam Operasional,Kota,Akun Instagram,Jam Buka,Jam Tutup,Is 24H,Is Overnight,Kategori Tempat,Kategori Multilabel List,Kategori Multilabel,normalized_caption,clean_caption,deskripsi,opini
"Buat yang males macet-macetan dan pengen suasana ijo-ijo tenang bisa nih kesini 🍃✨

Salah satu coffee shop baru di Jogja yang nyaman buat WFC, ngopi bareng temen ataupun makan bareng keluarga juga bisa banget karena menu makanannya proper 👌🏻

Detailnya cek di carousel post ya! 🙌🏻

Teduh Garden & Coffee @teduh_garden_coffee 
10:00 ——— 23:00
Jl. Sidomukti, Tiyosan, Condongcatur, Depok, Sleman, Yogyakarta

#coffeeshopjogja #jogjacoffeeshop #coffeeshopbarujogja",Teduh Garden & Coffee,"Jl. Sidomukti, Tiyosan, Condongcatur, Depok, Sleman, Yogyakarta",10:00 - 23:00,Sleman,@teduh_garden_coffee,10:00,23:00,False,False,Ngopi Santai,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap","buat yang males macet-macetan dan pengen suasana ijo-ijo tenang bisa nih kesini ✨

salah satu coffee shop baru di jogja yang nyaman buat wfc, ngopi bareng temen ataupun makan bareng keluarga juga bisa banget karena menu makanannya proper 

detailnya cek di carousel post ya! 

teduh garden & coffee @teduh_garden_coffee 
10:00 - 23:00
jl. sidomukti, tiyosan, condongcatur, depok, sleman, yogyakarta","buat yang males macet macetan dan pengen suasana ijo ijo tenang bisa nih kesini salah satu coffee shop baru di jogja yang nyaman buat wfc, ngopi bareng temen ataupun makan bareng keluarga juga bisa banget karena menu makanannya proper detailnya cek di carousel post ya!","Coffee shop baru di Jogja yang nyaman untuk bekerja, ngopi bareng teman, atau makan bareng keluarga.",Netral
"Tempat ini beneran ngasih solusi buat kalian yang di musim liburan ini bingung mau ngapain atau males pergi-pergi karena macet dimana-mana: ngopi, main PS, netflixan, sampai ngechill di rooftop yang asik semua bisa kalian lakuin!

Jadi ini tu @318.idn (coffee & PlayStation) yang belum lama buka di Demangan. Mereka total punya 4 lantai: lantai 1 area bar & working space cocok buat nugas, lantai 2 regular PlayStation area (ps4), lantai 3 VVIP PlayStation area (private room ps5) dan lantai 4 rooftop! 

Buat menunya disini ada Mont Blanc yang lagi banyak dicari tuh, cukup balance dan smooth. Whitenya juga full arabica, matchanya ngga kemanisan terus ada cake & juga pastry ya buat temen minum!

Beneran deh daripada emosi dijalan mendingan ngabisin waktu disini kan 😎

318 Coffee & Playstation @318.idn 
24 JAM
Jl. Affandi, Demangan, Yogyakarta 

#coffeeshopjogja #jogjacoffeeshop #psjogja #coffeeshopbarujogja coffeeshop24jamjogja",318 Coffee & Playstation,"Jl. Affandi, Demangan, Yogyakarta",24 Jam,Yogyakarta,@318.idn,00:00,23:59,True,False,Ngopi Santai,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap","tempat ini beneran ngasih solusi buat kalian yang di musim liburan ini bingung mau ngapain atau males pergi-pergi karena macet dimana-mana: ngopi, main ps, netflixan, sampai ngechill di rooftop yang asik semua bisa kalian lakuin!

jadi ini tu @318.idn (coffee & playstation) yang belum lama buka di demangan. mereka total punya 4 lantai: lantai 1 area bar & working space cocok buat nugas, lantai 2 regular playstation area (ps4), lantai 3 vvip playstation area (private room ps5) dan lantai 4 rooftop! 

buat menunya disini ada mont blanc yang lagi banyak dicari tuh, cukup balance dan smooth. whitenya juga full arabica, matchanya ngga kemanisan terus ada cake & juga pastry ya buat temen minum!

beneran deh daripada emosi dijalan mendingan ngabisin waktu disini kan 

318 coffee & playstation @318.idn 
24 jam
jl. affandi, demangan, yogyakarta 

    coffeeshop24jamjogja","tempat ini beneran ngasih solusi buat kalian yang di musim liburan ini bingung mau ngapain atau males pergi pergi karena macet dimana mana ngopi, main ps, netflixan, sampai ngechill di rooftop yang asik semua bisa kalian lakuin! jadi ini tu .idn coffee playstation yang belum lama buka di demangan. mereka total punya lantai lantai area bar working space cocok buat nugas, lantai regular playstation area ps , lantai vvip playstation area private room ps dan lantai rooftop! buat menunya disini ada mont blanc yang lagi banyak dicari tuh, cukup balance dan smooth. whitenya juga full arabica, matchanya ngga kemanisan terus ada cake juga pastry ya buat temen minum! beneran deh daripada emosi dijalan mendingan ngabisin waktu disini kan jam coffeeshop jamjogja","Coffee shop .idn coffee playstation di Demangan menawarkan berbagai pilihan area seperti bar working space, playstation area, private room, dan rooftop. Mereka buka dari jam coffeeshop jamjogja.","Implisit positif, karena penulis menyarankan untuk menghabiskan waktu di coffee shop daripada emosi di jalan."
"Nambah lagi tempat ngopi luas 24 jam di tengah kota! Jadi ini tu cabang Kopi Nako ke-66 dan outlet ke-3 Kopi Nako Rumah Sangrai setelah Bogor & Jakarta.

Nah selain mengusung rumah sangrai nyamenariknya lagi yang di Jogja ini mereka ada ruang baca! Nggak berhenti disitu, buat yang udah familiar sama soto dalbe, mereka kasih space khusus buat soto dalbe buka di area samping depan deket area parkir.

Bener-bener bakal jadi one stop ngopi, wfc, nongkrong, baca buku dan makan soto dalbe sih ini!

Kopi Nako Rumah Sangrai - Jogja @kopinako_jogja
24 jam
Jl. Jend. Sudirman, Kotabaru, Yogyakarta (eks gedung tribun/barat gramedia persis)

#coffeeshopjogja #jogjacoffeeshop #coffeeshopbarujogja #kopinako #kopinakojogja",Kopi Nako Rumah Sangrai - Jogja,"Jl. Jend. Sudirman, Kotabaru, Yogyakarta (eks gedung tribun/barat gramedia persis)",24 Jam,Yogyakarta,@kopinako_jogja,00:00,23:59,True,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai,"nambah lagi tempat ngopi luas 24 jam di tengah kota! jadi ini tu cabang kopi nako ke-66 dan outlet ke-3 kopi nako rumah sangrai setelah bogor & jakarta.

nah selain mengusung rumah sangrai nyamenariknya lagi yang di jogja ini mereka ada ruang baca! nggak berhenti disitu, buat yang udah familiar sama soto dalbe, mereka kasih space khusus buat soto dalbe buka di area samping depan deket area parkir.

bener-bener bakal jadi one stop ngopi, wfc, nongkrong, baca buku dan makan soto dalbe sih ini!

kopi nako rumah sangrai - jogja @kopinako_jogja
24 jam
jl. jend. sudirman, kotabaru, yogyakarta (eks gedung tribun/barat gramedia persis)","nambah lagi tempat ngopi luas jam di tengah kota! jadi ini tu cabang kopi nako ke dan outlet ke kopi nako rumah sangrai setelah bogor jakarta. nah selain mengusung rumah sangrai nyamenariknya lagi yang di jogja ini mereka ada ruang baca! nggak berhenti disitu, buat yang udah familiar sama soto dalbe, mereka kasih space khusus buat soto dalbe buka di area samping depan deket area parkir. bener bener bakal jadi one stop ngopi, wfc, nongkrong, baca buku dan makan soto dalbe sih ini! jam","Coffee shop dengan ruang baca dan soto dalbe, buka di tengah kota.",Netral.
"Akhirnya ada tempat yang bisa buat ngopi enak, tempat luas, bisa nongkrong ramean bareng temen bisa WFC, ada view sawah dalam satu tempat proper ✨

Iya ini tu gerbrakan terbaru dari Bento Group yang baru aja buka “Bento Coffee” dengan menu-menu kopinya yang lebih serius dan udah pakai full 100% arabica ya!

Bento Coffee Seturan @bentocoffee.idn
07:00 ——— 24:00
Seturan, Kledokan, Caturtunggal, Sleman, YK

#coffeeshopjogja #jogjacoffeeshop #coffeeshopbarujogja

Tempatnya pun juga menurut kami sangat ideal dan enak banget buat sekedar ngopi, nongkorong bareng temen-temen, nugas maupun WFC. Satu lagi, ada view sawah ijo-ijo 🍃😍

Udah pada kesini? Gas lah mumpung udah weekend ✨",Bento Coffee Seturan,"Seturan, Kledokan, Caturtunggal, Sleman, YK",07:00 - 24:00,Sleman,@bentocoffee.idn,07:00,23:59,False,False,Area Lengkap,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap","akhirnya ada tempat yang bisa buat ngopi enak, tempat luas, bisa nongkrong ramean bareng temen bisa wfc, ada view sawah dalam satu tempat proper ✨

iya ini tu gerbrakan terbaru dari bento group yang baru aja buka “bento coffee” dengan menu-menu kopinya yang lebih serius dan udah pakai full 100% arabica ya!

bento coffee seturan @bentocoffee.idn
07:00 - 24:00
seturan, kledokan, caturtunggal, sleman, yk

  

tempatnya pun juga menurut kami sangat ideal dan enak banget buat sekedar ngopi, nongkorong bareng temen-temen, nugas maupun wfc. satu lagi, ada view sawah ijo-ijo 

udah pada kesini? gas lah mumpung udah weekend ✨","akhirnya ada tempat yang bisa buat ngopi enak, tempat luas, bisa nongkrong ramean bareng temen bisa wfc, ada view sawah dalam satu tempat proper iya ini tu gerbrakan terbaru dari bento group yang baru aja buka bento coffee dengan menu menu kopinya yang lebih serius dan udah pakai full arabica ya! tempatnya pun juga menurut kami sangat ideal dan enak banget buat sekedar ngopi, nongkorong bareng temen temen, nugas maupun wfc. satu lagi, ada view sawah ijo ijo udah pada kesini? gas lah mumpung udah weekend","Bento Coffee, coffee shop terbaru dari Bento Group, menawarkan menu kopi yang serius dengan biji kopi arabica, tempat luas yang ideal untuk nongkrong, WFC, dan menikmati pemandangan sawah. Buka setiap hari.","Positif (menyukai tempatnya, menu kopi, dan pemandangan sawah)."
"Salah satu andalan warga jakal atas buat WFC-an nih, masih ada promo ngopi pagi 15rb aja!

Buat kalian yang nugas harus di coffee shop dan ditemenin es kopi susu tempat ini bakalan cocok karena vibesnya emang dibikin buat nugas banget dan ada banyak pilihan menu es kopi susu maupun non coffee, range harganya ada di 14rb-24rb aja!

Oh iya mereka juga punya 2 meeting room ya!

Btw Dingo ini udah ada 3 cabang, UII, UMY dan Maguwoharjo, nah buat yang nyari coffee shop 24 jam kalian bisa ke cabangnya yang di Maguwo ya karena di bulan Desember ini khusus cabang Maguwo buka 24 jam.

Dingo Coffee @dingo.idn
08:30 ——— 24:00
Jalan Kaliurang KM 14.5 Sleman (utara UII)

#coffeeshopjogja #jogjacoffeeshop",Dingo Coffee,Jalan Kaliurang KM 14.5 Sleman (utara UII),24 Jam,Sleman,@dingo.idn,00:00,23:59,True,False,Ngopi Santai,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap","salah satu andalan warga jakal atas buat wfc-an nih, masih ada promo ngopi pagi 15rb aja!

buat kalian yang nugas harus di coffee shop dan ditemenin es kopi susu tempat ini bakalan cocok karena vibesnya emang dibikin buat nugas banget dan ada banyak pilihan menu es kopi susu maupun non coffee, range harganya ada di 14rb-24rb aja!

oh iya mereka juga punya 2 meeting room ya!

btw dingo ini udah ada 3 cabang, uii, umy dan maguwoharjo, nah buat yang nyari coffee shop 24 jam kalian bisa ke cabangnya yang di maguwo ya karena di bulan desember ini khusus cabang maguwo buka 24 jam.

dingo coffee @dingo.idn
08:30 - 24:00
jalan kaliurang km 14.5 sleman (utara uii)","salah satu andalan warga jakal atas buat wfc an nih, masih ada promo ngopi pagi rb aja! buat kalian yang nugas harus di coffee shop dan ditemenin es kopi susu tempat ini bakalan cocok karena vibesnya emang dibikin buat nugas banget dan ada banyak pilihan menu es kopi susu maupun non coffee, range harganya ada di rb rb aja! oh iya mereka juga punya meeting room ya! btw dingo ini udah ada cabang, uii, umy dan maguwoharjo, nah buat yang nyari coffee shop jam kalian bisa ke cabangnya yang di maguwo ya karena di bulan desember ini khusus cabang maguwo buka jam.",Coffee shop ini memiliki menu es kopi susu dan non-coffee dengan harga mulai dari Rp 10.000 hingga Rp 20.000. Mereka juga memiliki meeting room dan buka hingga jam malam di cabang Maguwoharjo.,Tempat ini cocok untuk bekerja karena vibesnya dibuat untuk bekerja dan memiliki banyak pilihan menu.
"Baru di Jogja! —— Filosofi Kopi buka di UGM!

Akhirnya ada cabang baru @filosofikopi yang nggak jauh dari kota. Tempat barunya ini mereka berkolaborasi bersama KAGAMA & UGM menempati sebuah Flat dengan arsitektur indis di daerah Sekip. Cek detailnya di feed sebelum postingan ini ya! 🙌🏻

GUYUB Filosofi Kopi @filosofikopi 
07:00 ——— 22:00
UGM - Flat E, Sekip, Yogyakarta 

#coffeeshopjogja #jogjacoffeeshop #FilosofiKopi #FilkopJogja #FilkopUGM #GuyubFilosofiKopi",GUYUB Filosofi Kopi,"UGM - Flat E, Sekip, Yogyakarta",07:00 - 22:00,Yogyakarta,@filosofikopi,07:00,22:00,False,False,Menu Variatif,"['Menu Variatif', 'Ngopi Santai']","Menu Variatif, Ngopi Santai","baru di jogja! - filosofi kopi buka di ugm!

akhirnya ada cabang baru @filosofikopi yang nggak jauh dari kota. tempat barunya ini mereka berkolaborasi bersama kagama & ugm menempati sebuah flat dengan arsitektur indis di daerah sekip. cek detailnya di feed sebelum postingan ini ya! 

guyub filosofi kopi @filosofikopi 
07:00 - 22:00
ugm - flat e, sekip, yogyakarta",baru di jogja! filosofi kopi buka di ugm! akhirnya ada cabang baru yang nggak jauh dari kota. tempat barunya ini mereka berkolaborasi bersama kagama ugm menempati sebuah flat dengan arsitektur indis di daerah sekip. cek detailnya di feed sebelum postingan ini ya!,"Filosofi Kopi buka cabang baru di UGM, berkolaborasi dengan Kagama UGM di sebuah flat dengan arsitektur indis di daerah Sekip.",Netral
"Nih buat kalian yang lagi cari coworking space dengan semi-private seating, area luas, banyak pilihan tempat duduk, wifi kencang, ada mushola, dan es kopi susu yang balance, tempat ini bisa kalian save ya! Cek detailnya di foto!

Ini Kopi Ulon @inikopiulon.sagan 
09:00 ——— 20:00
Sagan, Yogyakarta

#referensikopi #jogjacoffeeshop #coffeeshopjogja #coworkingspacejogja",Ini Kopi Ulon,"Sagan, Yogyakarta",09:00 - 20:00,Yogyakarta,@inikopiulon.sagan,09:00,20:00,False,False,Area Lengkap,['Area Lengkap'],Area Lengkap,"nih buat kalian yang lagi cari coworking space dengan semi-private seating, area luas, banyak pilihan tempat duduk, wifi kencang, ada mushola, dan es kopi susu yang balance, tempat ini bisa kalian save ya! cek detailnya di foto!

ini kopi ulon @inikopiulon.sagan 
09:00 - 20:00
sagan, yogyakarta","nih buat kalian yang lagi cari coworking space dengan semi private seating, area luas, banyak pilihan tempat duduk, wifi kencang, ada mushola, dan es kopi susu yang balance, tempat ini bisa kalian save ya! cek detailnya di foto!","Coworking space dengan semi private seating, area luas, banyak pilihan tempat duduk, wifi kencang, ada mushola, dan es kopi susu yang balance.",Positif (menyarankan tempat ini untuk dikunjungi).
"Kalau kalian lagi nyari tempat nyaman buat WFC tapi juga mau kopi enak, @kemari.coffee ini bisa jadi pilihan ya! 

Vibesnya udah mendukung banget buat WFC, meja kursi ergonomis, ac adem dan pencahayaan yang enak dimata. Selain itu mereka ini sangat concern di menu kopinya, kemarin nyobain mulai dari filter, white dan dirty latte enak semua! Makanannya gimana? Sama enaknya apalagi kemarin nyobain sapi asapnya bener-bener bikin nagih!

Kemari Coffee & Space @kemari.coffee
08:00 ——— 24:00
Pandega Mandala, Manggung, Caturtunggal, Depok, Sleman, Yogyakarta (Jakal Bawah)

#coffeeshopjogja #jogjacoffeeshop",Kemari Coffee & Space,"Pandega Mandala, Manggung, Caturtunggal, Depok, Sleman, Yogyakarta (Jakal Bawah)",08:00 - 24:00,Sleman,@kemari.coffee,08:00,23:59,False,False,Ngopi Santai,"['Ngopi Santai', 'WFC Nyaman']","Ngopi Santai, WFC Nyaman","kalau kalian lagi nyari tempat nyaman buat wfc tapi juga mau kopi enak, @kemari.coffee ini bisa jadi pilihan ya! 

vibesnya udah mendukung banget buat wfc, meja kursi ergonomis, ac adem dan pencahayaan yang enak dimata. selain itu mereka ini sangat concern di menu kopinya, kemarin nyobain mulai dari filter, white dan dirty latte enak semua! makanannya gimana? sama enaknya apalagi kemarin nyobain sapi asapnya bener-bener bikin nagih!

kemari coffee & space @kemari.coffee
08:00 - 24:00
pandega mandala, manggung, caturtunggal, depok, sleman, yogyakarta (jakal bawah)","kalau kalian lagi nyari tempat nyaman buat wfc tapi juga mau kopi enak, .coffee ini bisa jadi pilihan ya! vibesnya udah mendukung banget buat wfc, meja kursi ergonomis, ac adem dan pencahayaan yang enak dimata. selain itu mereka ini sangat concern di menu kopinya, kemarin nyobain mulai dari filter, white dan dirty latte enak semua! makanannya gimana? sama enaknya apalagi kemarin nyobain sapi asapnya bener bener bikin nagih!","Coffee shop .coffee buka untuk bekerja dari rumah (WFC) dengan suasana nyaman, meja kursi ergonomis, AC adem, dan pencahayaan yang enak. Menu kopi seperti filter, white, dan dirty latte enak. Makanan seperti sapi asap juga enak.",Enak.
"Beberapa hari lalu kami mendatangi grand opening sebuah coffee shop di seturan yang luasnya 9-10 kali lapangan padel.

Letaknya agak masuk sedikit ke dalam dan sesampainya di dalam langsung dibikin melongo karena luasnya. Luas bangunannya 11-12 dengan gerai koat coffee yang sebelum-sebelumnya namun kali ini lebih luas berkali-kali lipat terutama untuk area parkirnya. Kayak lapangan!

Karena didukung dengan area parkir super luas koat coffee seturan ini cocok buat kalian yang mau ngadain community gathering, atau ya sesimpel buat kalian yang males kalau ke coffee shop dan parkirnya susah, di tempat ini bahkan buat belajar nyetir mobil juga bisa tuh kalau pas masih kosong. 😁

Selain itu pastinya juga nyaman buat WFC atau seledar nongkrong bareng temen-temen ya mereka juga punya ruang smoking AC.

Koat Coffee Seturan @koatcoffee.idn
24 JAM
Kledokan, Caturtunggal, Depok, Sleman, Yogyakarta

#coffeeshopjogja #jogjacoffeeshop #coffeeshop24jamjogja #koatcoffee",Koat Coffee Seturan,"Kledokan, Caturtunggal, Depok, Sleman, Yogyakarta",24 Jam,Sleman,@koatcoffee.idn,00:00,23:59,True,False,Area Lengkap,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap","beberapa hari lalu kami mendatangi grand opening sebuah coffee shop di seturan yang luasnya 9-10 kali lapangan padel.

letaknya agak masuk sedikit ke dalam dan sesampainya di dalam langsung dibikin melongo karena luasnya. luas bangunannya 11-12 dengan gerai koat coffee yang sebelum-sebelumnya namun kali ini lebih luas berkali-kali lipat terutama untuk area parkirnya. kayak lapangan!

karena didukung dengan area parkir super luas koat coffee seturan ini cocok buat kalian yang mau ngadain community gathering, atau ya sesimpel buat kalian yang males kalau ke coffee shop dan parkirnya susah, di tempat ini bahkan buat belajar nyetir mobil juga bisa tuh kalau pas masih kosong. 

selain itu pastinya juga nyaman buat wfc atau seledar nongkrong bareng temen-temen ya mereka juga punya ruang smoking ac.

koat coffee seturan @koatcoffee.idn
24 jam
kledokan, caturtunggal, depok, sleman, yogyakarta",beberapa hari lalu kami mendatangi grand opening sebuah coffee shop di seturan yang luasnya kali lapangan padel. letaknya agak masuk sedikit ke dalam dan sesampainya di dalam langsung dibikin melongo karena luasnya. luas bangunannya dengan gerai koat coffee yang sebelum sebelumnya namun kali ini lebih luas berkali kali lipat terutama untuk area parkirnya. kayak lapangan! selain itu pastinya juga nyaman buat wfc atau seledar nongkrong bareng temen temen ya mereka juga punya ruang smoking ac. jam,"Coffee shop di Seturan yang luas, memiliki area parkir yang luas seperti lapangan padel, dan memiliki ruang smoking AC.",Netral.
"Resign dari bandara nekat buka roastery sendiri!

Iya, buat sebagian orang mungkin kerja di bandara udah enak dan “safe” ya tapi enggak buat Mas Imam, owner dari tempat ini yang memutuskan resign dan ngejar passionnya buat buka roastery sendiri.

Jadi belum lama ini kami datang ke salah satu roastery di Jogja yang lokasinya cukup tersembunyi, ada di area pemukiman warga dan di gang buntu!

Tapi tenang, tempatnya cukup mudah ditemukan kok dan sesampainya di lokasi kayaknya kalian pun bakal cukup betah karena menunya dan obrolan ringan dari mas Santos dan mas Imam seperti yang kami rasakan. Serius kami baru pertama kali kesini tapi rasanya udah kayak temenan lama. 

Kalau kalian lagi pengen cari beans berkualitas atau sekedar ngopi atau bertukar cerita langsung agendain aja ya! Nanti ketemu mas Santos dan mas Imam 🤝 

Kranesia @kranesia_official
08:00 — 18:00 | Minggu 10:00 — 18:00
Kradenan, Maguwoharjo, Sleman, Yogyakarta

#coffeeshopjogja #jogjacoffeeshop #roasteryjogja #kranesia",Kranesia,"Kradenan, Maguwoharjo, Sleman, Yogyakarta",08:00 - 18:00,Sleman,@kranesia_official,08:00,18:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai,"resign dari bandara nekat buka roastery sendiri!

iya, buat sebagian orang mungkin kerja di bandara udah enak dan “safe” ya tapi enggak buat mas imam, owner dari tempat ini yang memutuskan resign dan ngejar passionnya buat buka roastery sendiri.

jadi belum lama ini kami datang ke salah satu roastery di jogja yang lokasinya cukup tersembunyi, ada di area pemukiman warga dan di gang buntu!

tapi tenang, tempatnya cukup mudah ditemukan kok dan sesampainya di lokasi kayaknya kalian pun bakal cukup betah karena menunya dan obrolan ringan dari mas santos dan mas imam seperti yang kami rasakan. serius kami baru pertama kali kesini tapi rasanya udah kayak temenan lama. 

kalau kalian lagi pengen cari beans berkualitas atau sekedar ngopi atau bertukar cerita langsung agendain aja ya! nanti ketemu mas santos dan mas imam  

kranesia @kranesia_official
08:00 - 18:00 | minggu 10:00 - 18:00
kradenan, maguwoharjo, sleman, yogyakarta","resign dari bandara nekat buka roastery sendiri! iya, buat sebagian orang mungkin kerja di bandara udah enak dan safe ya tapi enggak buat mas imam, owner dari tempat ini yang memutuskan resign dan ngejar passionnya buat buka roastery sendiri. jadi belum lama ini kami datang ke salah satu roastery di jogja yang lokasinya cukup tersembunyi, ada di area pemukiman warga dan di gang buntu! tapi tenang, tempatnya cukup mudah ditemukan kok dan sesampainya di lokasi kayaknya kalian pun bakal cukup betah karena menunya dan obrolan ringan dari mas santos dan mas imam seperti yang kami rasakan. serius kami baru pertama kali kesini tapi rasanya udah kayak temenan lama. kalau kalian lagi pengen cari beans berkualitas atau sekedar ngopi atau bertukar cerita langsung agendain aja ya! nanti ketemu mas santos dan mas imam minggu","Roastery di Jogja yang tersembunyi di area pemukiman warga dan di gang buntu, buka setiap hari.",Netral
